prolificId	participantIndex	sessionKey	sessionId	mode	startedAt	completedAt	terminatedReason	lastAutosaveAt	autosaveSeq	serverLastSavedAt	serverLastSaveOk	serverLastSaveError	flow_order	flow_source	flow_enable_math	instrument	score_type	name	value	detail
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__trial	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	trial	2026-02-04T04:34:41.188Z			2026-02-04T04:37:32.796Z	183	2026-02-04T04:37:10.897Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	facet_sum	Sincerity	8	{"factor":"Honesty-Humility","nItems":4,"items":[{"num":6,"id":"hexaco_006","reverseKeyed":true,"rawValue":null,"scoredValue":null},{"num":30,"id":"hexaco_030","reverseKeyed":false,"rawValue":2,"scoredValue":2},{"num":54,"id":"hexaco_054","reverseKeyed":true,"rawValue":5,"scoredValue":1},{"num":78,"id":"hexaco_078","reverseKeyed":false,"rawValue":5,"scoredValue":5}]}
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__trial	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	trial	2026-02-04T04:34:41.188Z			2026-02-04T04:37:32.796Z	183	2026-02-04T04:37:10.897Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	facet_mean	Sincerity	2.6666666666666665	{"factor":"Honesty-Humility","sum":8,"nItems":4,"items":[{"num":6,"id":"hexaco_006","reverseKeyed":true,"rawValue":null,"scoredValue":null},{"num":30,"id":"hexaco_030","reverseKeyed":false,"rawValue":2,"scoredValue":2},{"num":54,"id":"hexaco_054","reverseKeyed":true,"rawValue":5,"scoredValue":1},{"num":78,"id":"hexaco_078","reverseKeyed":false,"rawValue":5,"scoredValue":5}]}
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__trial	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	trial	2026-02-04T04:34:41.188Z			2026-02-04T04:37:32.796Z	183	2026-02-04T04:37:10.897Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	facet_sum	Fairness	10	{"factor":"Honesty-Humility","nItems":4,"items":[{"num":12,"id":"hexaco_012","reverseKeyed":true,"rawValue":null,"scoredValue":null},{"num":36,"id":"hexaco_036","reverseKeyed":true,"rawValue":2,"scoredValue":4},{"num":60,"id":"hexaco_060","reverseKeyed":false,"rawValue":5,"scoredValue":5},{"num":84,"id":"hexaco_084","reverseKeyed":true,"rawValue":5,"scoredValue":1}]}
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__trial	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	trial	2026-02-04T04:34:41.188Z			2026-02-04T04:37:32.796Z	183	2026-02-04T04:37:10.897Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	facet_mean	Fairness	3.3333333333333335	{"factor":"Honesty-Humility","sum":10,"nItems":4,"items":[{"num":12,"id":"hexaco_012","reverseKeyed":true,"rawValue":null,"scoredValue":null},{"num":36,"id":"hexaco_036","reverseKeyed":true,"rawValue":2,"scoredValue":4},{"num":60,"id":"hexaco_060","reverseKeyed":false,"rawValue":5,"scoredValue":5},{"num":84,"id":"hexaco_084","reverseKeyed":true,"rawValue":5,"scoredValue":1}]}
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__trial	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	trial	2026-02-04T04:34:41.188Z			2026-02-04T04:37:32.796Z	183	2026-02-04T04:37:10.897Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	facet_sum	Greed-Avoidance	5	{"factor":"Honesty-Humility","nItems":4,"items":[{"num":18,"id":"hexaco_018","reverseKeyed":false,"rawValue":2,"scoredValue":2},{"num":42,"id":"hexaco_042","reverseKeyed":true,"rawValue":5,"scoredValue":1},{"num":66,"id":"hexaco_066","reverseKeyed":true,"rawValue":5,"scoredValue":1},{"num":90,"id":"hexaco_090","reverseKeyed":true,"rawValue":5,"scoredValue":1}]}
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__trial	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	trial	2026-02-04T04:34:41.188Z			2026-02-04T04:37:32.796Z	183	2026-02-04T04:37:10.897Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	facet_mean	Greed-Avoidance	1.25	{"factor":"Honesty-Humility","sum":5,"nItems":4,"items":[{"num":18,"id":"hexaco_018","reverseKeyed":false,"rawValue":2,"scoredValue":2},{"num":42,"id":"hexaco_042","reverseKeyed":true,"rawValue":5,"scoredValue":1},{"num":66,"id":"hexaco_066","reverseKeyed":true,"rawValue":5,"scoredValue":1},{"num":90,"id":"hexaco_090","reverseKeyed":true,"rawValue":5,"scoredValue":1}]}
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__trial	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	trial	2026-02-04T04:34:41.188Z			2026-02-04T04:37:32.796Z	183	2026-02-04T04:37:10.897Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	facet_sum	Modesty	10	{"factor":"Honesty-Humility","nItems":4,"items":[{"num":24,"id":"hexaco_024","reverseKeyed":false,"rawValue":2,"scoredValue":2},{"num":48,"id":"hexaco_048","reverseKeyed":false,"rawValue":5,"scoredValue":5},{"num":72,"id":"hexaco_072","reverseKeyed":true,"rawValue":4,"scoredValue":2},{"num":96,"id":"hexaco_096","reverseKeyed":true,"rawValue":5,"scoredValue":1}]}
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__trial	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	trial	2026-02-04T04:34:41.188Z			2026-02-04T04:37:32.796Z	183	2026-02-04T04:37:10.897Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	facet_mean	Modesty	2.5	{"factor":"Honesty-Humility","sum":10,"nItems":4,"items":[{"num":24,"id":"hexaco_024","reverseKeyed":false,"rawValue":2,"scoredValue":2},{"num":48,"id":"hexaco_048","reverseKeyed":false,"rawValue":5,"scoredValue":5},{"num":72,"id":"hexaco_072","reverseKeyed":true,"rawValue":4,"scoredValue":2},{"num":96,"id":"hexaco_096","reverseKeyed":true,"rawValue":5,"scoredValue":1}]}
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__trial	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	trial	2026-02-04T04:34:41.188Z			2026-02-04T04:37:32.796Z	183	2026-02-04T04:37:10.897Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	facet_sum	Fearfulness	12	{"factor":"Emotionality","nItems":4,"items":[{"num":5,"id":"hexaco_005","reverseKeyed":false,"rawValue":2,"scoredValue":2},{"num":29,"id":"hexaco_029","reverseKeyed":true,"rawValue":2,"scoredValue":4},{"num":53,"id":"hexaco_053","reverseKeyed":false,"rawValue":5,"scoredValue":5},{"num":77,"id":"hexaco_077","reverseKeyed":true,"rawValue":5,"scoredValue":1}]}
testfeb4P	1	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4__trial	eb7e7f10-ce22-b660-15f4-f6a9f44cc4d4	trial	2026-02-04T04:34:41.188Z			2026-02-04T04:37:32.796Z	183	2026-02-04T04:37:10.897Z	true		mfq30,hexaco100,svo,ipip120,d70	default	true	hexaco100	facet_mean	Fearfulness	3	{"factor":"Emotionality","sum":12,"nItems":4,"items":[{"num":5,"id":"hexaco_005","reverseKeyed":false,"rawValue":2,"scoredValue":2},{"num":29,"id":"hexaco_029","reverseKeyed":true,"rawValue":2,"scoredValue":4},{"num":53,"id":"hexaco_053","reverseKeyed":false,"rawValue":5,"scoredValue":5},{"num":77,"id":"hexaco_077","reverseKeyed":true,"rawValue":5,"scoredValue":1}]}
